14	2011	A 21 fJ/Conversion-Step 100 kS/s 10-bit ADC With a Low-Noise Time-Domain Comparator for Low-Power Sensor Interface
14	2012	A 22nm IA multi-CPU and GPU System-on-Chip
15	2011	A 240-W dual-band 870 and 2140 MHz envelope tracking GaN PA designed by a probability distribution conscious approach
15	2012	A 250 mV 7.5 W 61 dB SNDR SC Modulator Using Near-Threshold-Voltage-Biased Inverter Amplifiers in 130 nm CMOS
16	2012	A 3-CMOS Glucose Sensor for Wireless Contact-Lens Tear Glucose Monitoring
16	2011	A 3-D 160-Site Microelectrode Array for Cochlear Nucleus Mapping
17	2011	A 3-D Integrated Intrachip Free-Space Optical Interconnect for Many-Core Chips
18	2011	A 3.6 s Latency Asynchronous Frame-Free Event-Driven Dynamic-Vision-Sensor
18	2011	A 30 W Analog Signal Processor ASIC for Portable Biopotential Signal Monitoring
18	2011	A 300mm Wafer-Size CMOS Image Sensor with
19	2011	A 32\,\, 32 Pixel Convolution Processor Chip for Address Event Vision Sensors With 155 ns Event Latency and 20 Meps Throughput
19	2011	A 33,000-Year-Old Incipient Dog from the Altai Mountains of Siberia: Evidence of the Earliest Domestication Disrupted by the Last Glacial Maximum
20	2012	A 3D Extension to Cortex Like Mechanisms for 3D Object Class Recognition
20	2012	A 3D learning tool for a hydroelectric unit
20	2012	A 3D mammalian cell separator biochip.
20	2011	A 3D Optical Metamaterial Made by Self-Assembly
20	2011	A 3D wavelet fusion approach for the reconstruction of isotropic-resolution MR images from orthogonal anisotropic-resolution scans.
21	2011	A 3G-802.11p Based OLT-TDMA Mechanism for Cooperative Safety in a Dense Traffic Scenario
21	2011	A 4 V Operation, Flexible Braille Display Using Organic Transistors, Carbon Nanotube Actuators, and Organic Static Random-Access Memory
21	2011	A 4 wafer photostepper-based carbon nanotube FET technology for RF applications
22	2011	A 40-nm 640-m2 45-dB opampless all-digital second-order MASH ADC
22	2012	A 400G / 1T High Spectral Efficiency Technology and Some Enabling Subsystems
22	2011	A 40nm CMOS highly linear 0.4-to-6GHz receiver resilient to 0dBm out-of-band blockers
22	2011	A 45nm CMOS neuromorphic chip with a scalable architecture for learning in networks of spiking neurons
23	2011	A 48-Core IA-32 Processor in 45 nm CMOS Using On-Die Message-Passing and DVFS for Performance and Power Scaling
23	2011	A 4dB NF 60GHz-band low-noise amplifier with balanced outputs
23	2011	A 5.6GHz to 11.5GHz DCO for digital dual loop CDRs
24	2011	A 50% Reduction of Excitability but Not of Intercellular Coupling Affects Conduction Velocity Restitution and Activation Delay in the Mouse Heart
24	2011	A 520 pJ/pulse IR-UWB radar for short range object detection
24	2011	A 54862-MHz CMOS Transceiver for TV-Band White-Space Device Applications
24	2011	A 57 . 15-59 . 00GHz CMOS LC-VCO for V-Band High Speen WPAN Communication System
25	2011	A 57mW embedded mixed-mode neuro-fuzzy accelerator for intelligent multi-core processor
25	2011	A 5Gb/s adaptive DFE for 2x blind ADC-based CDR in 65nm CMOS
25	2011	A 6 Vpp, 52 dB, 30-dB Dynamic Range, 43 Gb/s InP DHBT Differential Limiting Amplifier
25	2011	A 6.5mW inductorless CMOS frequency divider-by-4 operating up to 70GHz
25	2011	A 60 GHz down-conversion mixer with 6.6 dB gain and 11 GHz IF bandwidth in an 80 GHz SiGe HBT technology
26	2011	A 60 GHz UWB impulse radio transmitter with integrated antenna in CMOS65nm SOI technology .
26	2011	A 60GHz LNA with 4.7dB NF and 18dB gain using interstage impedance matching technique in 90nm CMOS
26	2011	A 65nm CMOS current-mode receiver front-end
26	2011	A 65nm flip-flop array to measure soft error resiliency against high-energy neutron and alpha particles
27	2011	A 71dB SFDR open loop VCO-based ADC using 2-level PWM modulation
28	2011	A 80-mV input, fast startup dual-mode boost converter with charge-pumped pulse generator for energy harvesting
29	2011	A 9.5mW analog baseband RX section for 60GHz communications in 90nm CMOS
30	2011	A 94 GHz Wide Tuning Range SiGe Bipolar VCO Using a Self-Mixing Technique
30	2011	A 95mV-startup step-up converter with Vth-tuned oscillator by fixed-charge programming and capacitor pass-on scheme
30	2011	A amp;#x2013; Droop Curve for Facilitating Islanding Detection of Inverter-Based Distributed Generation
31	2011	A bacterial laccase from marine microbial metagenome exhibiting chloride tolerance and dye decolorization ability.
31	2011	A balance control model predicts how vestibular loss subjects benefit from a vibrotactile balance prosthesis
32	2011	A Baseline for the Multivariate Comparison of Resting-State Networks
32	2012	A basic tutorial on cyclic voltammetry for the investigation of electroactive microbial biofilms.
33	2011	A battery-free 225 nW buck converter for wireless RF energy harvesting with dynamic on/off time and adaptive phase lead control
33	2011	A Battery-Less Thermoelectric Energy Harvesting Interface Circuit With 35 mV Startup Voltage
33	2011	A battery-less WiFi-BER modulated data transmitter with ambient radio-wave energy harvesting
33	2011	A Battery-Powered Activity-Dependent Intracortical Microstimulation IC for Brain-Machine-Brain Interface
33	2011	A Bavarian Initiative Towards a Robust Galileo PRS Receiver
34	2011	A Bayesian Approach for Learning and Planning in Partially Observable Markov Decision Processes
34	2011	A Bayesian Approach to Analyse Genetic Variation within RNA Viral Populations
34	2012	A Bayesian Approach to Targeted Experiment Design.
34	2011	A Bayesian Approximation Method for Online Ranking
35	2011	A Bayesian foundation for individual learning under uncertainty
35	2011	A Bayesian framework for analyzing iEEG data from a rat model of epilepsy
35	2011	A Bayesian framework for parameter estimation in dynamical models.
35	2011	A Bayesian Lasso via reversible-jump MCMC
36	2011	A Bayesian model for gene family evolution.
36	2011	A Bayesian model of shape and appearance for subcortical brain segmentation.
36	2011	A Bayesian Passive Islanding Detection Method for Inverter-Based Distributed Generation Using ESPRIT
36	2011	A Bayesian phylogenetic approach to estimating the stability of linguistic features and the genetic biasing of tone.
38	2011	A Beta-mixture model for dimensionality reduction, sample classification and analysis
38	2011	A better oscillation detection method robustly extracts EEG rhythms across brain state changes: the human alpha rhythm as a test case.
39	2011	A bi-objective multi-swarm particle swarm optimization algorithm for the frequency assignment problem
39	2011	A bicycle can be self-stable without gyroscopic or caster effects.
40	2011	A Bidirectional Inductive Power Interface for Electric Vehicles in V2G Systems
40	2011	A bilevel decomposition algorithm for simultaneous production scheduling and conflict-free routing for automated guided vehicles
40	2011	A bimetallic nanoantenna for directional colour routing
41	2011	A biological solution to a fundamental distributed computing problem.
41	2011	A biologically realistic cleanup memory: Autoassociation in spiking neurons
42	2011	A Biologist ’ s Introduction to Spectrum Analysis
42	2011	A Biomimetic Model of the Outer Plexiform Layer by Incorporating Memristive Devices
42	2011	A biomimetic robotic jellyfish (Robojelly) actuated by shape memory alloy composite actuators.
43	2011	A biophysically-based neuromorphic model of spike rate- and timing-dependent plasticity.
43	2012	A Biquadratic Reflectance Model for Radiometric Image Analysis
43	2011	A bird's eye view of FPGA-based Evolvable Hardware
44	2011	A Blind Deconvolution Approach for Improving the Resolution of Cryo-EM Density Maps
45	2011	A Boolean probabilistic model of metabolic adaptation to oxygen in relation to iron homeostasis and oxidative stress
45	2011	A Boost for the Emerging Field of RNA Nanotechnology
45	2011	A boosted classifier for integrating multiple fields of view: Breast cancer grading in histopathology
47	2012	A Branch-and-Bound Algorithm for Globally Optimal Hand-Eye Calibration
47	2011	A bridging model for multi-core computing
47	2011	A Brief Analysis on Differences of Risk Assessment Between Smart Grid and Traditional Power Grid
48	2011	A Brief Guide to Designing Effective Figures for the Scientific Paper
48	2011	A Brief History of Official Computer Penetration Programs in the United States and the Implications for Cyber War
49	2011	A brief review on the use of functional near-infrared spectroscopy (fNIRS) for language imaging studies in human newborns and adults.
50	2011	A broadband and tunable MMW-THz quasi-optical cavity
51	2011	A broadband zone plate lens from transformation optics.
51	2011	A broadly applicable 3-D neuron tracing method based on open-curve snake.
51	2011	A built-in self-test scheme for the post-bond test of TSVs in 3D ICs
52	2012	A Bundle Approach To Efficient MAP-Inference by Lagrangian Relaxation
54	2012	A Candidate Mechanism Underlying the Variance of Interictal Spike Propagation.
55	2011	A capacitive tactile sensor array for surface texture discrimination
55	2011	A carpet cloak for visible light.
57	2011	A Case for Neuromorphic ISAs
57	2011	A Case for Scaling Applications to Many-core with OS Clustering
58	2011	A Case Study of Augmented Reality for Mobile Platforms
58	2011	A case study of extrapolation in NIR modelling — A chemometric challenge at ‘Chimiométrie 2009
58	2011	A Case Study of Post-Deployment User Feedback Triage
58	2012	A Case Study on Meta-Generalising: A Gaussian Processes Approach
59	2011	A case-case study of mobile phone use and acoustic neuroma risk in Japan.
59	2011	A category-level 3-D object dataset: Putting the Kinect to work
60	2011	A cell decomposition approach to visibility-based pursuit evasion among obstacles
60	2011	A cell-phone-based brain-computer interface for communication in daily life.
61	2011	A centralized optimal energy management system for microgrids
61	2011	A cerebellar thalamic cortical circuit for error-related cognitive control.
61	2011	A ceRNA Hypothesis: The Rosetta Stone of a Hidden RNA Language?
62	2011	A Channel Model for Wireless Underground Sensor Networks Using Lateral Waves
64	2011	A chip-scale integrated cavity-electro-optomechanics platform Abstract
64	2011	A chronic generalized bi-directional brain-machine interface.
64	2011	A Circuit and Architecture Codesign Approach for a Hybrid CMOSSTTRAM Nonvolatile FPGA
66	2011	A classification tool for N-way array based on SIMCA methodology
67	2011	A clinical memory battery for screening for amnestic mild cognitive impairment in an elderly chinese population.
67	2011	A clinical microchip for evaluation of single immune cells reveals high functional heterogeneity in phenotypically similar T cells.
67	2011	A Clipping-Based Selective-Tap Adaptive Filtering Approach to Stereophonic Acoustic Echo Cancellation
68	2011	A Closed-Form Solution to Tensor Voting: Theory and Applications.
68	2012	A Closed-Form Solution to Uncalibrated Photometric Stereo via Diffuse Maxima
68	2011	A closely packed system of low-mass, low-density planets transiting Kepler-11.
69	2011	A cloud computing framework for real-time rural and remote service of critical care
69	2011	A cloud computing service for fast audio source signal separation
69	2011	A cloud-based intrusion detection and response system for mobile phones
69	2011	A Cloud-Enabled Regional Climate Model Evaluation System Categories and Subject Descriptors
70	2011	A clustering procedure for reducing the number of representative solutions in the Pareto Front of multiobjective optimization problems q
70	2011	A CMOS 8-Bit 1.6-GS/s DAC With Digital Random Return-to-Zero
70	2011	A CMOS Colpitts VCO Using Negative-Conductance Boosted Technology
71	2011	A CMOS Hall-Effect Sensor for the Characterization and Detection of Magnetic Nanoparticles for Biomedical Applications
72	2011	A CMOS In-Pixel CTIA High-Sensitivity Fluorescence Imager
73	2011	A CMOS-Based ISFET Chemical Imager With Auto-Calibration Capability
74	2011	A coarse-to-fine approach for fast deformable object detection
74	2012	A Codebook-Free and Annotation-Free Approach for Fine-Grained Image Categorization
75	2011	A Collaborative Brain-Computer Interface for Improving Human Performance
75	2011	A Collaborative Mechanism for Crowdsourcing Prediction Problems
76	2011	A collection of benchmark images for traffic sign research
76	2011	A color spectrographic phonocardiography (CSP) applied to the detection and characterization of heart murmurs: preliminary results
76	2012	A color-coding amacrine cell may provide a blue-Off signal in a mammalian retina
77	2011	A combination of atlas-based and voxel-wise approaches to analyze metabolic changes in autoradiographic data from Alzheimer's mice.
77	2011	A combinatorial approach to detecting buffer overflow vulnerabilities
77	2011	A Combinatorial Auction Based Subcarrier Allocation Algorithm for Multiuser OFDMA
77	2012	A combined etching process toward robust superhydrophobic SiC surfaces.
78	2011	A Combined Interface and Border Trap Model for High-Mobility Substrate MetalOxideSemiconductor Devices Applied to In_0.53 Ga_0.47As and InP Capacitors
78	2011	A Combined Manifold Learning Analysis of Shape and Appearance to Characterize Neonatal Brain Development
78	2012	A combined micromagnetic-microfluidic device for rapid capture and culture of rare circulating tumor cells
79	2011	A combined scanning tunneling microscope–atomic layer deposition tool
79	2011	A comfortable testplayer for analyzing statistical usage testing strategies
80	2011	A Committee of Neural Networks for Traffic Sign Classification
80	2011	A common framework for real-time emotion recognition and facial action unit detection
80	2011	A common neural substrate for language production and verbal working memory.
81	2011	A compact closed-loop nanomanipulation system in scanning electron microscope
82	2011	A compact dual-polarized wideband patch antenna array for the unlicensed 60 GHz band
82	2011	A Compact EADFB Laser Array Module for a Future 100-Gb/s Ethernet Transceiver
82	2011	A compact full waveguide band turnstile junction orthomode transducer
83	2011	A compact physical model for morphology induced intrinsic degradation of organic bulk heterojunction solar cell
83	2011	A compact repetitive high-voltage nanosecond pulse generator for the application of gas discharge.
83	2012	A Compact Rotary Series Elastic Actuator for Human Assistive Systems
85	2011	A Comparative Analysis of Preprocessing Methods for the Parametric Loudspeaker Based on the KhokhlovZabolotskayaKuznetsov Equation for Speech Reproduction
86	2011	A Comparative Study Between Novel Witricity and Traditional Inductive Magnetic Coupling in Wireless Charging
88	2011	A comparative study of equivalent circuit models for Li-ion batteries
88	2011	A Comparative Study of Gold Nanocubes, Octahedra, and Rhombic Dodecahedra as Highly Sensitive SERS Substrates.
88	2011	A Comparative Study of Lattice Dynamics of Three- and Two-Dimensional MoS 2
90	2011	A comparative study of semiconductor-based plasmonic metamaterials
91	2011	A Comparative Study of Various Routing Protocols in VANET
91	2011	A comparative study on indoor localization based on RSSI measurement in wireless sensor network
92	2011	A Comparative Study on Strategies of Rule Induction for Incomplete Data Based on Rough Set Approach
92	2011	A comparison between European and North American wireless regulations
93	2011	A comparison between red and infrared light for recording pulpal blood flow from human anterior teeth with a laser Doppler flow meter.
93	2011	A comparison between SSMF and large-Aeff Pure-Silica core fiber for ultra long-haul 100G transmission
93	2011	A Comparison Between the Centralized and Distributed Approaches for Spectrum Management
94	2011	A comparison of analog and Next-Generation transcriptomic tools for mammalian studies.
94	2011	A comparison of autofluorescence bronchoscopy and white light bronchoscopy in detection of lung cancer and preneoplastic lesions: a meta-analysis.
95	2011	A comparison of deterministic and probabilistic methods for indoor localization
95	2011	A comparison of different automated methods for the detection of white matter lesions in MRI data.
96	2012	A comparison of digital radiography systems in terms of effective detective quantum efficiency
96	2011	A comparison of feature and pose-based mapping using vision, inertial and GPS on a UAV
97	2012	A Comparison of Four Robust Control Schemes for Field-Weakening Operation of Induction Motors
98	2012	A comparison of graphene, superconductors and metals as conductors for metamaterials and plasmonics
98	2011	A Comparison of High and Low Gain DMSP/OLS Satellite Images for the Study of Socio-Economic Metrics
98	2011	A Comparison of Intrusion-Tolerant System Architectures
99	2012	A Comparison of Layout based Bibliographic Metadata Extraction Techniques
99	2011	A Comparison of Link Layer Attacks on Wireless Sensor Networks
99	2011	A Comparison of Mathematical Models for Polarization of Single Eukaryotic Cells in Response to Guided Cues
99	2012	A Comparison of Metadata Extraction Techniques for Crowdsourced Bibliographic Metadata Management
99	2011	A Comparison of Methods for Data-Driven Cancer Outlier Discovery, and An Application Scheme to Semisupervised Predictive Biomarker Discovery
100	2011	A comparison of methods for separation of transient and oscillatory signals in EEG.
100	2011	A comparison of minimum energy combination and canonical correlation analysis for SSVEP detection
100	2011	A comparison of modulation formats for Abstract
100	2011	A comparison of modulation formats for passive optical networks
101	2011	A comparison of neuronal and behavioral detection and discrimination performances in rat whisker system.
103	2011	A comparison of RNA-Seq and high-density exon array for detecting differential gene expression between closely related species
103	2011	A Comparison of Selected Strategies for Adaptive Control of Wave Energy Converters
103	2011	A Comparison of Signal Deconvolution Algorithms Based on Small-Footprint LiDAR Waveform Simulation
104	2011	A comparison of spatial frequency tuning for the recognition of facial identity and facial expressions in adults and children.
105	2011	A comparison of the modified Blalock-Taussig shunt with the right ventricle-to-pulmonary artery conduit.
107	2011	A comparison of volume-based and surface-based multi-voxel pattern analysis.
107	2011	A comparison of voxel and surface based cortical thickness estimation methods
109	2012	A Complete Analysis of the Group-Lasso
109	2011	A Complete Statistical Inverse Ray Tracing Approach to Multi-View Stereo
110	2011	A complex multi-notch astronomical filter to suppress the bright infrared sky
110	2012	A compliant bioinspired swimming robot with neuro-inspired control and autonomous behavior
111	2011	A comprehensive analysis and parallelization of an image retrieval algorithm
111	2011	A Comprehensive Analysis of Gene Expression Changes Provoked by Bacterial and Fungal Infection in C. elegans
111	2011	A Comprehensive Analysis of the MAC Unreliability Problem in IEEE 802.15.4 Wireless Sensor Networks
111	2012	A Comprehensive Evaluation of Standardized Assessment Tools in the Diagnosis of Fibromyalgia and in the Assessment of Fibromyalgia Severity.
112	2012	A comprehensive framework for prioritizing variants in exome sequencing studies of Mendelian diseases.
112	2011	A comprehensive investigation on the cooperative branch effect on the optical properties of novel conjugated compounds.
112	2011	A comprehensive model for streamlining low-energy building design
112	2011	A Comprehensive Model of Audiovisual Perception: Both Percept and Temporal Dynamics
113	2011	A comprehensive review of biomass resources and biofuels potential in Ghana
113	2011	A comprehensive RFID solution to enhance inpatient medication safety.
114	2011	A comprehensive study of whole-brain functional connectivity in children and young adults.
114	2011	A comprehensive testing protocol for MRI neuroanatomical segmentation techniques: Evaluation of a novel lateral ventricle segmentation method.
116	2011	A computational framework for constructing interactive feedback for assisting motor learning
116	2011	A computational framework for gene regulatory network inference that combines multiple methods and datasets
116	2011	A computational model for estimating recruitment of primary afferent fibers by intraneural stimulation in the dorsal root ganglia.
117	2011	A computational model of dysfunctional facial encoding in congenital prosopagnosia.
118	2011	A computational model of perception and action for cognitive robotics.
118	2011	A computational model of thalamocortical dysrhythmia.
118	2011	A computational model of word segmentation from continuous speech using transitional probabilities of atomic acoustic events.
118	2011	A computational perspective ]
119	2011	A computational study on optimal design for organic tandem solar cells
120	2011	A computer vision approach for weeds identification through Support Vector Machines
121	2011	A Computer-Aided Approach to Preliminary Hazard Analysis for Automotive Embedded Systems
121	2011	A computer-assisted depression intervention in primary care.
121	2012	A computerized algorithm for arousal detection in healthy adults and patients with Parkinson disease.
121	2011	A concept of needs-oriented design and evaluation of assistive robots based on ICF
123	2011	A Concise Total Synthesis of (-)-Maoecrystal Z.
123	2011	A concurrent dual band 870 and 1970 MHz 10 W envelope tracking PA designed by a WCDMA probability distribution conscious approach
123	2011	A Conditional Random Field Framework for Robust and Scalable Audio-to-Score Matching
123	2011	A confidence-driven model for error-resilient computing
124	2011	A connection between score matching and denoising autoencoders.
125	2011	A Constrained L1 Minimization Approach to Sparse Precision Matrix Estimation
125	2012	A Constrained Latent Variable Model
125	2011	A constrained least-squares approach to the automated quantitation of in vivo ¹H magnetic resonance spectroscopy data.
126	2011	A contact lens with embedded sensor for monitoring tear glucose level.
126	2011	A contactless charging platform for swarm robots
126	2012	A Contactless Method for Determining the Carrier Mobility Sum in Silicon Wafers
127	2011	A Content Propagation Metric for Efficient Content Distribution
127	2011	A Content-Based Dissemination Protocol for VANETs: Exploiting the Encounter Probability
127	2011	A context aware MAC protocol for medical Wireless Body Area Network
127	2011	A context-aware service architecture for the integration of body sensor networks and social networks through the IP multimedia subsystem
128	2011	A continuous optimization framework for hybrid system identification
129	2011	A Continuous Time Multi-Bit ADC Using Time Domain Quantizer and Feedback Element
130	2011	A contrast source method for nonlinear acoustic wave fields in media with spatially inhomogeneous attenuation.
130	2011	A Control Framework for the Smart Grid for Voltage Support Using Agent-Based Technologies
131	2011	A Control Strategy for Four-Switch Three-Phase Brushless DC Motor Using Single Current Sensor
131	2011	A Control Strategy for Islanded Microgrids With DC-Link Voltage Control
131	2011	A Controlled Experiment for Evaluating the Impact of Coupling on the Maintainability of Service-Oriented Software
132	2011	A Convergent Finite Volume Scheme for Diffusion on Evolving Surfaces
132	2011	A convex model for non-negative matrix factorization and dimensionality reduction on physical space
132	2011	A cooperative aggregation-based architecture for vehicle-to-grid communications
133	2012	A Cooperative Bayesian Nonparametric Framework for Primary User Activity Monitoring in Cognitive Radio Networks
133	2011	A cooperative clustering protocol for energy constrained networks
133	2011	A Cooperative Clustering Protocol for Energy Saving of Mobile Devices with WLAN and Bluetooth Interfaces
133	2011	A cooperative immunological approach for detecting network anomaly
133	2011	A cooperative Internet of Things (IoT) for rural healthcare monitoring and control
134	2012	A Cooperative User-System Approach for Optimizing Performance in Content Distribution/Delivery Networks
134	2011	A Coordinate Transformation-Based Broadband Flat Lens via Microstrip Array
134	2011	A copper negative index metamaterial in the visible / near-infrared
134	2012	A core/shell mechanism for stacking-fault generation in GaAs nanowires
135	2011	A Correlation between the Emission Intensity of Self-Assembled Germanium Islands and the Quality Factor of Silicon Photonic Crystal Nanocavities
135	2011	A Correlation for the 21st Century
135	2011	A cortical neural prosthesis for restoring and enhancing memory.
137	2011	A Course in Simulation and Demonstration of Humanoid Robot Motion
138	2011	A critical re-evaluation of the usefulness of R-D framework in predicting NBTI stress and recovery
138	2011	A critical review of biochemical conversion, sustainability and life cycle assessment of algal biofuels
138	2012	A Critical Review of Li∕Air Batteries
138	2011	A critical review of the applicability of biodiesel and grass biomethane as biofuels to satisfy both biofuel targets and sustainability criteria
138	2011	A Critical Review of Thermal Issues in Lithium-Ion Batteries
140	2011	A Cross-Layer Design for Scalable Mobile Video
140	2011	A cross-layer framework for symbiotic relaying in cognitive radio networks
141	2011	A cross-layer protocol of spectrum mobility and handover in cognitive LTE networks
142	2011	A cubic-millimeter energy-autonomous wireless intraocular pressure monitor
142	2011	A Current Equalization Method for Serially Connected Battery Cells Using a Single Power Converter for Each Cell
143	2011	A current-sensorless MPPT quasi-double-boost converter for PV systems
143	2011	A Current-Transient Methodology for Trap Analysis for GaN High Electron Mobility Transistors
143	2011	A customizable 3-dimensional digital atlas of the canary brain in multiple modalities.
143	2012	A Cyber – Physical Future
143	2012	A Cyber – Physical Systems Approach to Data Center Modeling and Control for Energy Efficiency
144	2011	A damage-tolerant glass.
144	2012	A Data Driven Method for Feature Transformation
145	2011	A Data Mining Framework for Electricity Consumption Analysis From Meter Data
145	2011	A Data-Based Approach to Social Influence Maximization
145	2011	A data-driven approach for real-time full body pose reconstruction from a depth camera
145	2011	A Data-Driven Approach to Interactive Visualization of Power Systems
145	2011	A data-driven framework for neural field modeling.
145	2011	A data-driven modeling approach to stochastic computation for low-energy biomedical devices
145	2011	A Data-Driven Movement Model for Single Cellphone-Based Indoor Positioning
145	2011	A data-integrated method for analyzing stochastic biochemical networks.
146	2011	A DCT Approximation for Image Compression
147	2011	A decade's perspective on DNA sequencing technology.
147	2011	A decentralized architecture for voltage regulation in Smart Grids
147	2012	A Decentralized Smartphone Based Traffic Information System
148	2011	A Decision-Making Framework and Simulator for
148	2011	A Decision-Making Framework and Simulator for Sustainable Electric Energy Systems
148	2011	A Dedicated Monitoring Infrastructure for Multicore Processors
150	2011	A Deformation and Lighting Insensitive Metric for Face Recognition Based on Dense Correspondences University of Maryland , College Park
150	2012	A Delay-Based Double-Talk Detector
150	2011	A demand-side management simulation platform incorporating optimal management of distributed renewable resources
151	2011	A Dempster-Shafer framework for decision fusion in image forensics
151	2011	A Dependency Graph Approach for Fault Detection and Localization Towards Secure Smart Grid
151	2011	A Depletion-Mode a-IGZO TFT Shift Register With a Single Low-Voltage-Level Power Signal
153	2011	A design methodology for multi-kW, large air-gap, MHz frequency, wireless power transfer systems
153	2011	A Design Methodology for Real-Time Distributed Software Architecture Based on the Behavioral Properties and Its Application to Advanced Automotive Software
153	2011	A design of high efficiency class-E power amplifier for wireless power transfer system
153	2011	A Design Pattern meta model for Systems Engineering
154	2011	A design scheme for a reconfigurable accelerator implemented by single-flux quantum circuits
154	2011	A detailed understanding of the electronic bipolar resistance switching behavior in Pt/TiO2/Pt structure.
156	2011	A DFIG Sensorless Rotor-Position Detector Based on a Hysteresis Controller
157	2011	A diffuse-interface method for two-phase flows with soluble surfactants.
157	2011	A diffusion tensor brain template for Rhesus Macaques.
159	2011	A digital microfluidic approach to heterogeneous immunoassays.
159	2011	A digital microfluidic method for in situ formation of porous polymer monoliths with application to solid-phase extraction.
159	2011	A digital neurosynaptic core using embedded crossbar memory with 45pJ per spike in 45nm
159	2012	A Digital Neurosynaptic Core Using Event-Driven QDI Circuits
159	2012	A digital predictive critical conduction mode buck converter control method
159	2011	A digital wideband CDR with 15.6kppm frequency tracking at 8Gb/s in 40nm CMOS
160	2011	A Digitally Controlled Oscillator in a 65-nm CMOS process for SoC clock generation
160	2012	A Direct AC-AC Converter for Inductive Power Transfer Systems
161	2012	A direct approach to sparse discriminant analysis in ultra-high dimensions
161	2011	A direct drive permanent magnet generator design for a tidal current turbine(SeaGen)
163	2011	A discrete geometry approach for dominant point detection
163	2011	A discrete-event simulation of smoking-cessation strategies based on varenicline pivotal trial data.
163	2011	A discriminative key pose sequence model for recognizing human interactions
164	2011	A Discriminative Model for Age Invariant Face Recognition
164	2011	A disinhibitory microcircuit for associative fear learning in the auditory cortex
165	2011	A distance to dose difference tool for estimating the required spatial accuracy of a displacement vector field.
165	2011	A Distributed Algorithm for Multi-Constrained Anypath Routing in Wireless Mesh Networks
165	2011	A Distributed Algorithm for Resource Allocation in OFDM Cognitive Radio Systems
165	2011	A Distributed Architecture for a Robotic Platform with Aerial Sensor Transportation and Self-Deployment Capabilities
165	2011	A distributed Bragg reflector porous silicon layer for optical interferometric sensing of organic vapor
166	2011	A distributed control framework for smart grid development: Energy/water system optimal operation and electric grid integration
166	2011	A Distributed Control Strategy Based on DC Bus Signaling for Modular Photovoltaic Generation Systems With Battery Energy Storage
166	2012	A Distributed Demand Response Algorithm and Its Application to PHEV Charging in Smart Grids
